id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_lawn,sqft_lawn_prct,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_lawn15,sqft_lawn15_prct
1736800520,4/3/2015,662500,3,2.5,"3,560.00","9,796.00","6,236.00",63.66,1,,NONE,Average,8 Good,1860,1700,1965,0,98007,47.6007,-122.145,"2,210.00","8,925.00","6,715.00",75.24
9212900260,5/27/2014,468000,2,1,"1,160.00","6,000.00","4,840.00",80.67,1,NO,NONE,Good,7 Average,860,300,1942,0,98115,47.69,-122.292,"1,330.00","6,000.00","4,670.00",77.83
114101516,5/28/2014,310000,3,1,"1,430.00","19,901.00","18,471.00",92.81,1.5,NO,NONE,Good,7 Average,1430,0,1927,,98028,47.7558,-122.229,"1,780.00","12,697.00","10,917.00",85.98
6054650070,10/7/2014,400000,3,1.75,"1,370.00","9,680.00","8,310.00",85.85,1,NO,NONE,Good,7 Average,1370,0,1977,0,98074,47.6127,-122.045,"1,370.00","10,208.00","8,838.00",86.58
1175000570,3/12/2015,530000,5,2,"1,810.00","4,850.00","3,040.00",62.68,1.5,NO,NONE,Average,7 Average,1810,0,1900,0,98107,47.67,-122.394,"1,360.00","4,850.00","3,490.00",71.96
9297300055,1/24/2015,650000,4,3,"2,950.00","5,000.00","2,050.00",41.00,2,NO,GOOD,Average,9 Better,1980,970,1979,0,98126,47.5714,-122.375,"2,140.00","4,000.00","1,860.00",46.50
1875500060,7/31/2014,395000,3,2,"1,890.00","14,040.00","12,150.00",86.54,2,NO,NONE,Average,7 Average,1890,0,1994,0,98019,47.7277,-121.962,"1,890.00","14,018.00","12,128.00",86.52
6865200140,5/29/2014,485000,4,1,"1,600.00","4,300.00","2,700.00",62.79,1.5,NO,NONE,Good,7 Average,1600,0,1916,0,98103,47.6648,-122.343,"1,610.00","4,300.00","2,690.00",62.56
16000397,12/5/2014,189000,2,1,"1,200.00","9,850.00","8,650.00",87.82,1,NO,NONE,Good,7 Average,1200,?,1921,0,98002,47.3089,-122.21,"1,060.00","5,095.00","4,035.00",79.20
7983200060,4/24/2015,230000,3,1,"1,250.00","9,774.00","8,524.00",87.21,1,NO,NONE,Good,7 Average,1250,0,1969,0,98003,47.3343,-122.306,"1,280.00","8,850.00","7,570.00",85.54
6300500875,5/14/2014,385000,4,1.75,"1,620.00","4,980.00","3,360.00",67.47,1,NO,NONE,Good,7 Average,860,760,1947,0,98133,47.7025,-122.341,"1,400.00","4,980.00","3,580.00",71.89
2524049179,8/26/2014,2000000,3,2.75,"3,050.00","44,867.00","41,817.00",93.20,1,NO,EXCELLENT,Average,9 Better,2330,720,1968,0,98040,47.5316,-122.233,"4,110.00","20,336.00","16,226.00",79.79
7137970340,7/3/2014,285000,5,2.5,"2,270.00","6,300.00","4,030.00",63.97,2,NO,NONE,Average,8 Good,2270,0,1995,0,98092,47.3266,-122.169,"2,240.00","7,005.00","4,765.00",68.02
8091400200,5/16/2014,252700,2,1.5,"1,070.00","9,643.00","8,573.00",88.90,1,,NONE,Average,7 Average,1070,0,1985,,98030,47.3533,-122.166,"1,220.00","8,386.00","7,166.00",85.45
3814700200,11/20/2014,329000,3,2.25,"2,450.00","6,500.00","4,050.00",62.31,2,NO,NONE,Good,8 Good,2450,0,1985,0,98030,47.3739,-122.172,"2,200.00","6,865.00","4,665.00",67.95
1202000200,11/3/2014,233000,3,2,"1,710.00","4,697.00","2,987.00",63.59,1.5,NO,NONE,Very Good,6 Low Average,1710,0,1941,0,98002,47.3048,-122.218,"1,030.00","4,705.00","3,675.00",78.11
1794500383,6/26/2014,937000,3,1.75,"2,450.00","2,691.00",241.00,8.96,2,NO,NONE,Average,8 Good,1750,700,1915,,98119,47.6386,-122.36,"1,760.00","3,573.00","1,813.00",50.74
3303700376,12/1/2014,667000,3,1,"1,400.00","1,581.00",181.00,11.45,1.5,NO,NONE,Very Good,8 Good,1400,0,1909,0,98112,47.6221,-122.314,"1,860.00","3,861.00","2,001.00",51.83
5101402488,6/24/2014,438000,3,1.75,"1,520.00","6,380.00","4,860.00",76.18,1,NO,NONE,Average,7 Average,790,730,1948,,98115,47.695,-122.304,"1,520.00","6,235.00","4,715.00",75.62
1873100390,3/2/2015,719000,4,2.5,"2,570.00","7,173.00","4,603.00",64.17,2,NO,NONE,Average,8 Good,2570,0,2005,0,98052,47.7073,-122.11,"2,630.00","6,026.00","3,396.00",56.36
8562750320,11/10/2014,580500,3,2.5,"2,320.00","3,980.00","1,660.00",41.71,2,NO,NONE,Average,8 Good,2320,0,2003,0,98027,47.5391,-122.07,"2,580.00","3,980.00","1,400.00",35.18
2426039314,12/1/2014,280000,2,1.5,"1,190.00","1,265.00",75.00,5.93,3,NO,NONE,Average,7 Average,1190,0,2005,0,98133,47.7274,-122.357,"1,390.00","1,756.00",366.00,20.84
461000390,6/24/2014,687500,4,1.75,"2,330.00","5,000.00","2,670.00",53.40,1.5,NO,NONE,Good,7 Average,1510,820,1929,0,98117,47.6823,-122.368,"1,460.00","5,000.00","3,540.00",70.80
7589200193,11/10/2014,535000,3,1,"1,090.00","3,000.00","1,910.00",63.67,1.5,NO,NONE,Good,8 Good,1090,0,1929,0,98117,47.6889,-122.375,"1,570.00","5,080.00","3,510.00",69.09
7955080270,12/3/2014,322500,4,2.75,"2,060.00","6,659.00","4,599.00",69.06,1,NO,NONE,Average,7 Average,1280,780,1981,0,98058,47.4276,-122.157,"2,020.00","8,720.00","6,700.00",76.83
9547205180,6/13/2014,696000,3,2.5,"2,300.00","3,060.00",760.00,24.84,1.5,NO,NONE,Average,8 Good,1510,790,1930,2002,98115,47.6827,-122.31,"1,590.00","3,264.00","1,674.00",51.29
9435300030,5/28/2014,550000,4,1,"1,660.00","34,848.00","33,188.00",95.24,1,NO,NONE,Poor,5 Fair,930,730,1933,0,98052,47.6621,-122.132,"2,160.00","11,467.00","9,307.00",81.16
2768000400,12/30/2014,640000,4,2,"2,360.00","6,000.00","3,640.00",60.67,2,NO,NONE,Good,8 Good,2360,0,1904,0,98107,47.6702,-122.362,"1,730.00","4,700.00","2,970.00",63.19
7895500070,2/13/2015,240000,4,1,"1,220.00","8,075.00","6,855.00",84.89,1,NO,NONE,Fair,7 Average,890,330,1969,0,98001,47.3341,-122.282,"1,290.00","7,800.00","6,510.00",83.46
2078500320,6/20/2014,605000,4,2.5,"2,620.00","7,553.00","4,933.00",65.31,2,NO,NONE,Average,8 Good,2620,0,1996,0,98056,47.5301,-122.18,"2,620.00","11,884.00","9,264.00",77.95
5547700270,7/15/2014,625000,4,2.5,"2,570.00","5,520.00","2,950.00",53.44,2,,NONE,Average,9 Better,2570,0,2000,,98074,47.6145,-122.027,"2,470.00","5,669.00","3,199.00",56.43
7766200013,8/11/2014,775000,4,2.25,"4,220.00","24,186.00","19,966.00",82.55,1,NO,NONE,Average,8 Good,2600,1620,1984,0,98166,47.445,-122.347,"2,410.00","30,617.00","28,207.00",92.13
7203220400,7/7/2014,861990,5,2.75,"3,595.00","5,639.00","2,044.00",36.25,2,NO,NONE,Average,9 Better,3595,?,2014,0,98053,47.6848,-122.016,"3,625.00","5,639.00","2,014.00",35.72
9270200160,10/28/2014,685000,3,1,"1,570.00","2,280.00",710.00,31.14,2,NO,NONE,Average,7 Average,1570,0,1922,0,98119,47.6413,-122.364,"1,580.00","2,640.00","1,060.00",40.15
1432701230,7/29/2014,309000,3,1,"1,280.00","9,656.00","8,376.00",86.74,1,NO,NONE,Good,6 Low Average,920,360,1959,0,98058,47.4485,-122.175,"1,340.00","8,808.00","7,468.00",84.79
8035350320,7/18/2014,488000,3,2.5,"3,160.00","13,603.00","10,443.00",76.77,2,NO,NONE,Average,8 Good,3160,0,2003,,98019,47.7443,-121.977,"3,050.00","9,232.00","6,182.00",66.96
8945200830,3/25/2015,210490,3,1,990.00,"8,528.00","7,538.00",88.39,1,NO,NONE,Average,6 Low Average,990,0,1966,0,98023,47.3066,-122.371,"1,228.00","8,840.00","7,612.00",86.11
4178300310,7/16/2014,785000,4,2.5,"2,290.00","13,416.00","11,126.00",82.93,2,NO,NONE,Good,9 Better,2290,0,1981,0,98007,47.6194,-122.151,"2,680.00","13,685.00","11,005.00",80.42
9215400105,4/28/2015,450000,3,1.75,"1,250.00","5,963.00","4,713.00",79.04,1,NO,NONE,Good,7 Average,1250,0,1953,0,98115,47.6796,-122.301,970.00,"5,100.00","4,130.00",80.98
822039084,3/11/2015,1350000,3,2.5,"2,753.00","65,005.00","62,252.00",95.76,1,YES,AVERAGE,Very Good,9 Better,2165,588,1953,0,98070,47.4041,-122.451,"2,680.00","72,513.00","69,833.00",96.30
5245600105,9/16/2014,228000,3,1,"1,190.00","9,199.00","8,009.00",87.06,1,NO,NONE,Average,7 Average,1190,0,1955,0,98148,47.4258,-122.322,"1,190.00","9,364.00","8,174.00",87.29
7231300125,2/17/2015,345000,5,2.5,"3,150.00","9,134.00","5,984.00",65.51,1,NO,NONE,Good,8 Good,1640,1510,1966,0,98056,47.4934,-122.189,"1,990.00","9,133.00","7,143.00",78.21
7518505990,12/31/2014,600000,3,1.75,"1,410.00","4,080.00","2,670.00",65.44,1,NO,NONE,Good,7 Average,1000,410,1950,,98117,47.6808,-122.384,"1,410.00","4,080.00","2,670.00",65.44
3626039271,2/5/2015,585000,2,1.75,"1,980.00","8,550.00","6,570.00",76.84,1,NO,NONE,Average,7 Average,990,990,1981,0,98117,47.6989,-122.369,"1,480.00","6,738.00","5,258.00",78.04
4217401195,3/3/2015,920000,5,2.25,"2,730.00","6,000.00","3,270.00",54.50,1.5,NO,NONE,Average,8 Good,2130,600,1927,0,98105,47.6571,-122.281,"2,730.00","6,000.00","3,270.00",54.50
9822700295,5/12/2014,885000,4,2.5,"2,830.00","5,000.00","2,170.00",43.40,2,,NONE,Average,9 Better,2830,0,1995,0,98105,47.6597,-122.29,"1,950.00","5,000.00","3,050.00",61.00
9478500640,8/19/2014,292500,4,2.5,"2,250.00","4,495.00","2,245.00",49.94,2,NO,NONE,Average,7 Average,2250,0,2008,,98042,47.3663,-122.114,"2,250.00","4,500.00","2,250.00",50.00
2799800710,4/7/2015,301000,3,2.5,"2,420.00","4,750.00","2,330.00",49.05,2,NO,NONE,Average,8 Good,2420,0,2003,0,98042,47.3663,-122.122,"2,690.00","4,750.00","2,060.00",43.37
7922800400,8/27/2014,951000,5,3.25,"3,250.00","14,342.00","11,092.00",77.34,2,NO,EXCELLENT,Good,8 Good,3250,0,1968,,98008,47.588,-122.116,"2,960.00","11,044.00","8,084.00",73.20
8079040320,2/23/2015,430000,4,3,"1,850.00","9,976.00","8,126.00",81.46,2,NO,NONE,Average,8 Good,1850,0,1991,0,98059,47.5059,-122.149,"2,270.00","8,542.00","6,272.00",73.43
1516000055,12/10/2014,650000,3,2.25,"2,150.00","21,235.00","19,085.00",89.88,1,,GOOD,Good,8 Good,1590,560,1959,0,98166,47.4336,-122.339,"2,570.00","18,900.00","16,330.00",86.40
9558200045,8/28/2014,289000,3,1.75,"1,260.00","8,400.00","7,140.00",85.00,1,NO,NONE,Average,7 Average,1260,0,1954,0,98148,47.4366,-122.335,"1,290.00","8,750.00","7,460.00",85.26
5072410070,10/21/2014,505000,3,1.75,"2,519.00","8,690.00","6,171.00",71.01,2,,NONE,Very Good,8 Good,2519,0,1973,0,98166,47.4428,-122.344,"2,500.00","9,500.00","7,000.00",73.68
9528102996,12/7/2014,549000,3,1.75,"1,540.00","1,044.00",-496.00,-47.51,3,NO,NONE,Average,8 Good,1540,0,2014,0,98115,47.6765,-122.32,"1,580.00","3,090.00","1,510.00",48.87
1189001180,6/3/2014,425000,3,2.25,"1,660.00","6,000.00","4,340.00",72.33,1,NO,NONE,Average,7 Average,1110,550,1979,0,98122,47.6113,-122.297,"1,440.00","4,080.00","2,640.00",64.71
3253500160,11/20/2014,317625,3,2.75,"2,770.00","3,809.00","1,039.00",27.28,1.5,NO,NONE,Very Good,7 Average,1770,1000,1925,0,98144,47.5747,-122.304,"1,440.00","4,000.00","2,560.00",64.00
3394100030,9/9/2014,975000,4,2.5,"2,720.00","11,049.00","8,329.00",75.38,2,,NONE,Average,10 Very Good,2720,0,1989,0,98004,47.5815,-122.192,"2,750.00","11,049.00","8,299.00",75.11
3717000160,10/9/2014,287000,4,2.5,"2,240.00","4,648.00","2,408.00",51.81,2,NO,NONE,Average,7 Average,2240,0,2005,0,98001,47.3378,-122.257,"2,221.00","4,557.00","2,336.00",51.26
1274500060,8/25/2014,204000,3,1,"1,000.00","12,070.00","11,070.00",91.71,1,NO,NONE,Good,7 Average,1000,0,1968,,98042,47.3621,-122.11,"1,010.00","12,635.00","11,625.00",92.01
1802000060,6/12/2014,1330000,5,2.25,"3,200.00","20,158.00","16,958.00",84.13,1,NO,NONE,Average,8 Good,1600,1600,1965,0,98004,47.6303,-122.215,"3,390.00","20,158.00","16,768.00",83.18
1525059190,9/12/2014,1040000,5,3.25,"4,770.00","50,094.00","45,324.00",90.48,1,NO,NONE,Good,11 Excellent,3070,1700,1973,0,98005,47.6525,-122.16,"3,530.00","38,917.00","35,387.00",90.93
1049000060,1/5/2015,325000,3,2,"1,260.00","5,612.00","4,352.00",77.55,1,NO,NONE,Good,7 Average,1260,0,1972,0,98034,47.7362,-122.179,"1,640.00","4,745.00","3,105.00",65.44
8820901275,6/10/2014,571000,4,2,"2,750.00","7,807.00","5,057.00",64.78,1.5,NO,NONE,Very Good,7 Average,2250,500,1916,0,98125,47.7168,-122.287,"1,510.00","7,807.00","6,297.00",80.66
5416510140,7/10/2014,360000,4,2.5,"2,380.00","5,000.00","2,620.00",52.40,2,NO,NONE,Average,8 Good,2380,0,2005,,98038,47.3608,-122.036,"2,420.00","5,000.00","2,580.00",51.60
3444100400,3/16/2015,349000,3,1.75,"1,790.00","50,529.00","48,739.00",96.46,1,NO,NONE,Very Good,7 Average,1090,700,1965,0,98042,47.3511,-122.073,"1,940.00","50,529.00","48,589.00",96.16
3276920270,11/5/2014,832500,4,4,"3,430.00","35,102.00","31,672.00",90.23,2,NO,NONE,Good,10 Very Good,2390,1040,1986,0,98075,47.5822,-121.987,"3,240.00","35,020.00","31,780.00",90.75
4036801170,10/13/2014,380000,4,1.75,"1,760.00","7,300.00","5,540.00",75.89,1,NO,NONE,Average,7 Average,880,880,1956,,98008,47.6034,-122.125,"1,680.00","7,500.00","5,820.00",77.60
2391600320,4/20/2015,480000,3,1,"1,040.00","5,060.00","4,020.00",79.45,1,NO,NONE,Average,7 Average,1040,0,1941,,98116,47.5636,-122.394,890.00,"5,060.00","4,170.00",82.41
6300000287,6/9/2014,410000,3,1,"1,410.00","5,060.00","3,650.00",72.13,1,NO,NONE,Good,7 Average,910,500,1956,0,98133,47.7073,-122.34,"1,130.00","5,693.00","4,563.00",80.15
1531000030,3/23/2015,720000,4,2.5,"3,450.00","39,683.00","36,233.00",91.31,2,NO,NONE,Average,10 Very Good,3450,?,2002,0,98010,47.342,-122.025,"3,350.00","39,750.00","36,400.00",91.57
5104520400,12/2/2014,390000,3,2.5,"2,350.00","5,100.00","2,750.00",53.92,2,NO,NONE,Average,8 Good,2350,0,2003,0,98038,47.3512,-122.008,"2,350.00","5,363.00","3,013.00",56.18
7437100340,12/22/2014,360000,4,2.5,"1,900.00","5,889.00","3,989.00",67.74,2,NO,NONE,Average,7 Average,1900,0,1992,0,98038,47.349,-122.031,"1,870.00","6,405.00","4,535.00",70.80
9418400240,10/28/2014,355000,2,1,"2,020.00","6,720.00","4,700.00",69.94,1,NO,NONE,Average,7 Average,1010,1010,1948,0,98118,47.5474,-122.291,"1,720.00","6,720.00","5,000.00",74.40
1523059105,1/28/2015,356000,3,1.5,"1,680.00","8,712.00","7,032.00",80.72,1,NO,NONE,Average,8 Good,1680,0,1964,0,98059,47.4811,-122.149,"1,850.00","8,797.00","6,947.00",78.97
1133000671,6/2/2014,315000,3,1,960.00,"6,634.00","5,674.00",85.53,1,NO,NONE,Average,6 Low Average,960,0,1952,0,98125,47.7264,-122.31,"1,570.00","7,203.00","5,633.00",78.20
4232902595,11/14/2014,940000,3,1.5,"2,140.00","3,600.00","1,460.00",40.56,2,NO,NONE,Average,9 Better,1900,240,1925,0,98119,47.6337,-122.365,"2,020.00","4,800.00","2,780.00",57.92
2599001200,11/3/2014,305000,5,2.25,"2,660.00","8,400.00","5,740.00",68.33,1.5,NO,NONE,Very Good,7 Average,2660,0,1961,0,98092,47.2909,-122.189,"1,590.00","8,165.00","6,575.00",80.53
3342103156,6/18/2014,461000,3,3.25,"2,770.00","6,278.00","3,508.00",55.88,2,,NONE,Average,9 Better,1980,790,2006,0,98056,47.5228,-122.199,"1,900.00","7,349.00","5,449.00",74.15
1332700270,5/19/2014,215000,2,2.25,"1,610.00","2,040.00",430.00,21.08,2,NO,NONE,Good,7 Average,1610,0,1979,,98056,47.518,-122.194,"1,950.00","2,025.00",75.00,3.70
3869900162,9/4/2014,335000,2,1.75,"1,030.00","1,066.00",36.00,3.38,2,NO,NONE,Average,7 Average,765,265,2006,,98136,47.5394,-122.387,"1,030.00","1,106.00",76.00,6.87
2791500270,5/22/2014,243500,4,2.5,"1,980.00","7,403.00","5,423.00",73.25,2,NO,NONE,Average,7 Average,1980,0,1988,0,98023,47.2897,-122.372,"1,980.00","7,510.00","5,530.00",73.64
5036300431,3/11/2015,1100000,5,2.75,"3,520.00","6,353.00","2,833.00",44.59,2,NO,NONE,Good,10 Very Good,3520,0,2001,0,98199,47.6506,-122.391,"2,520.00","6,250.00","3,730.00",59.68
4168000060,2/26/2015,153000,3,1,"1,200.00","10,500.00","9,300.00",88.57,1,NO,NONE,Average,7 Average,1200,0,1962,0,98023,47.322,-122.351,"1,350.00","10,500.00","9,150.00",87.14
6021501535,7/25/2014,430000,3,1.5,"1,580.00","5,000.00","3,420.00",68.40,1,NO,NONE,Average,8 Good,1290,290,1939,0,98117,47.687,-122.386,"1,570.00","4,500.00","2,930.00",65.11
6021501535,12/23/2014,700000,3,1.5,"1,580.00","5,000.00","3,420.00",68.40,1,NO,NONE,Average,8 Good,1290,290,1939,0,98117,47.687,-122.386,"1,570.00","4,500.00","2,930.00",65.11
1483300570,9/8/2014,905000,4,2.5,"3,300.00","10,250.00","6,950.00",67.80,1,NO,NONE,Average,7 Average,2390,910,1946,1991,98040,47.5873,-122.249,"1,950.00","6,045.00","4,095.00",67.74
3422049190,3/30/2015,247500,3,1.75,"1,960.00","15,681.00","13,721.00",87.50,1,NO,NONE,Average,7 Average,1960,0,1967,0,98032,47.3576,-122.277,"1,750.00","15,616.00","13,866.00",88.79
1099611230,9/12/2014,199000,4,1.5,"1,160.00","6,400.00","5,240.00",81.88,1,NO,NONE,Good,7 Average,1160,0,1975,0,98023,47.3036,-122.378,"1,160.00","6,400.00","5,240.00",81.88
722079104,7/11/2014,314000,3,1.75,"1,810.00","41,800.00","39,990.00",95.67,1,NO,NONE,Very Good,7 Average,1210,600,1980,0,98038,47.4109,-121.958,"1,650.00","135,036.00","133,386.00",98.78
7338200240,5/16/2014,437500,3,2.5,"2,320.00","36,847.00","34,527.00",93.70,2,NO,AVERAGE,Average,9 Better,2320,0,1992,0,98045,47.4838,-121.714,"2,550.00","35,065.00","32,515.00",92.73
1952200240,6/11/2014,850830,3,2.5,"2,070.00","13,241.00","11,171.00",84.37,1.5,NO,NONE,Very Good,9 Better,1270,800,1910,0,98102,47.6415,-122.315,"2,200.00","4,500.00","2,300.00",51.11
5200100125,10/27/2014,555000,3,2,"1,980.00","3,478.00","1,498.00",43.07,1.5,NO,NONE,Good,7 Average,1440,540,1929,0,98117,47.6775,-122.372,"1,610.00","3,478.00","1,868.00",53.71
7214720075,12/12/2014,699950,3,2.25,"2,190.00","107,593.00","105,403.00",97.96,2,NO,NONE,Good,8 Good,2190,0,1983,0,98077,47.7731,-122.08,"2,570.00","47,777.00","45,207.00",94.62
2450000295,10/7/2014,1090000,3,2.5,"2,920.00","8,113.00","5,193.00",64.01,2,NO,NONE,Average,8 Good,2920,0,1950,2010,98004,47.5814,-122.196,"2,370.00","8,113.00","5,743.00",70.79
6197800045,9/24/2014,290000,3,1,"1,210.00","33,919.00","32,709.00",96.43,1,NO,NONE,Average,7 Average,1210,0,1954,0,98058,47.4375,-122.184,"1,640.00","14,910.00","13,270.00",89.00
1328310370,4/2/2015,375000,3,2.5,"2,340.00","10,005.00","7,665.00",76.61,1,,NONE,Good,8 Good,1460,880,1978,,98058,47.4431,-122.133,"2,250.00","8,162.00","5,912.00",72.43
546000875,5/23/2014,460000,3,1,"1,670.00","4,005.00","2,335.00",58.30,1.5,NO,NONE,Good,7 Average,1170,500,1939,0,98117,47.6878,-122.38,"1,240.00","4,005.00","2,765.00",69.04
3530510041,7/23/2014,188500,2,1.75,"1,240.00","2,493.00","1,253.00",50.26,1,NO,NONE,Good,8 Good,1240,0,1985,0,98198,47.3813,-122.322,"1,270.00","4,966.00","3,696.00",74.43
1853000400,3/5/2015,680000,4,2.5,"3,140.00","28,037.00","24,897.00",88.80,2,NO,NONE,Good,10 Very Good,3140,0,1991,0,98077,47.7304,-122.082,"2,990.00","35,001.00","32,011.00",91.46
3134100116,8/27/2014,470000,5,1.75,"2,030.00","12,342.00","10,312.00",83.55,2,NO,NONE,Good,7 Average,2030,0,1942,0,98052,47.6417,-122.109,"2,500.00","9,433.00","6,933.00",73.50
9545230140,7/25/2014,597750,4,2.5,"2,310.00","9,624.00","7,314.00",76.00,2,NO,NONE,Average,8 Good,2310,0,1984,,98027,47.5386,-122.053,"1,940.00","9,636.00","7,696.00",79.87
3362400511,3/4/2015,570000,3,1.75,"1,260.00","3,328.00","2,068.00",62.14,1,NO,NONE,Very Good,6 Low Average,700,560,1905,0,98103,47.6823,-122.349,"1,380.00","3,536.00","2,156.00",60.97
2525310310,9/16/2014,272500,3,1.75,"1,540.00","12,600.00","11,060.00",87.78,1,NO,NONE,Good,7 Average,1160,?,1980,0,98038,47.3624,-122.031,"1,540.00","11,656.00","10,116.00",86.79
6126500060,11/24/2014,329950,3,1.75,"2,080.00","5,969.00","3,889.00",65.15,1,NO,AVERAGE,Average,7 Average,1080,1000,1971,0,98108,47.5474,-122.295,"2,090.00","5,500.00","3,410.00",62.00
8961960160,10/28/2014,480000,4,2.5,"3,230.00","16,171.00","12,941.00",80.03,2,NO,,Average,9 Better,2520,710,2001,0,98001,47.3183,-122.253,"2,640.00","8,517.00","5,877.00",69.00
3626039325,11/21/2014,740500,3,3.5,"4,380.00","6,350.00","1,970.00",31.02,2,NO,NONE,Average,8 Good,2780,?,1900,,98117,47.6981,-122.368,"1,830.00","6,350.00","4,520.00",71.18
3362400431,6/26/2014,518500,3,3.5,"1,590.00","1,102.00",-488.00,-44.28,3,NO,NONE,Average,8 Good,1590,0,2010,0,98103,47.6824,-122.347,"1,620.00","3,166.00","1,546.00",48.83
4060000240,6/23/2014,205425,2,1,880.00,"6,780.00","5,900.00",87.02,1,NO,NONE,Good,6 Low Average,880,0,1945,0,98178,47.5009,-122.248,"1,190.00","6,780.00","5,590.00",82.45
3454800060,1/8/2015,171800,4,2,"1,570.00","9,600.00","8,030.00",83.65,1,,NONE,Average,6 Low Average,1570,0,1950,0,98168,47.4965,-122.303,"1,880.00","9,000.00","7,120.00",79.11
1695900060,5/11/2015,535000,4,1,"1,610.00","2,982.00","1,372.00",46.01,1.5,NO,NONE,Good,7 Average,1610,0,1925,0,98144,47.587,-122.294,"1,610.00","4,040.00","2,430.00",60.15
7278700070,1/2/2015,660000,3,2.5,"2,400.00","6,474.00","4,074.00",62.93,1,NO,AVERAGE,Average,8 Good,1560,840,1964,0,98177,47.7728,-122.386,"2,340.00","10,856.00","8,516.00",78.45
6675500070,11/19/2014,391500,3,2,"1,450.00","9,132.00","7,682.00",84.12,1,NO,NONE,Average,7 Average,1450,0,1987,,98034,47.7288,-122.226,"1,580.00","9,104.00","7,524.00",82.64
3626039187,4/6/2015,395000,2,1,770.00,"6,000.00","5,230.00",87.17,1,NO,NONE,Average,6 Low Average,770,0,1953,0,98117,47.6999,-122.364,"1,710.00","6,000.00","4,290.00",71.50
3524049083,11/4/2014,445000,4,1.75,"2,100.00","4,400.00","2,300.00",52.27,1.5,,NONE,Very Good,7 Average,1720,380,1924,0,98118,47.5299,-122.266,"1,850.00","4,400.00","2,550.00",57.95
3275860240,6/18/2014,770000,3,2.25,"2,910.00","10,204.00","7,294.00",71.48,2,NO,NONE,Average,9 Better,2910,0,1990,0,98052,47.6897,-122.098,"2,700.00","13,992.00","11,292.00",80.70
4389200955,3/2/2015,1450000,4,2.75,"2,750.00","17,789.00","15,039.00",84.54,1.5,NO,NONE,Average,8 Good,1980,770,1914,1992,98004,47.6141,-122.212,"3,060.00","11,275.00","8,215.00",72.86
4058801670,7/17/2014,445000,3,2.25,"2,100.00","8,201.00","6,101.00",74.39,1,,AVERAGE,Average,8 Good,1620,480,1967,0,98178,47.5091,-122.244,"2,660.00","8,712.00","6,052.00",69.47
8732020310,7/17/2014,260000,4,2.25,"2,160.00","8,811.00","6,651.00",75.49,1,NO,NONE,Average,8 Good,1360,800,1978,,98023,47.3129,-122.39,"2,090.00","8,400.00","6,310.00",75.12
